mass,total_width,bb,tautau,mumu,cc,ss,tt,gg,gammagamma,Zgamma,WW,ZZ,4l_l_any,4l_l_e_mu,4e,2e2mu,2l2nu_l_any_nu_any,2l2nu_l_e_mu_nu_any,enue_enue,enue_munumu,2l2q_l_any_q_any,2l2q_l_e_mu_q_any,lnuqq_l_any_q_any,lnuqq_l_e_mu_q_any,2nu2q_nu_any_q_any,4f_f_any
720.0,217,4.67E-05,6.95E-06,2.41E-08,0.00000234,1.98E-08,0.132,0.000281,0.000000138,0.00000196,0.581,0.287,0.00292,0.0013,0.000324,0.000649,0.0734,0.0352,0.00816,0.00686,0.0405,0.027,0.0851,0.0805,0.404,0.868
740.0,237,4.38E-05,6.55E-06,2.27E-08,0.0000022,1.86E-08,0.126,0.000263,0.000000165,0.00000177,0.584,0.289,0.00294,0.00131,0.000327,0.000654,0.0739,0.0354,0.00821,0.00691,0.0408,0.0272,0.0856,0.0811,0.406,0.874
750.0,247,4.25E-05,6.36E-06,0.000000022,0.00000213,1.81E-08,0.123,0.000255,0.000000179,0.00000169,0.586,0.29,0.00295,0.00131,0.000328,0.000657,0.0741,0.0356,0.00824,0.00693,0.0409,0.0273,0.0859,0.0814,0.408,0.876
760.0,258,4.12E-05,6.18E-06,2.14E-08,0.00000206,1.75E-08,0.12,0.000246,0.000000192,0.00000161,0.588,0.291,0.00297,0.00132,0.00033,0.000659,0.0744,0.0357,0.00826,0.00695,0.0411,0.0274,0.0862,0.0817,0.409,0.879
780.0,280,3.87E-05,5.84E-06,2.02E-08,0.00000194,1.65E-08,0.115,0.000231,0.000000218,0.00000146,0.591,0.294,0.00299,0.00133,0.000332,0.000664,0.0748,0.0359,0.00832,0.00699,0.0414,0.0276,0.0867,0.0823,0.411,0.885
800.0,304,3.65E-05,5.52E-06,1.91E-08,0.00000183,1.55E-08,0.11,0.000216,0.000000244,0.00000133,0.594,0.296,0.00301,0.00134,0.000334,0.000669,0.0753,0.0361,0.00837,0.00704,0.0417,0.0278,0.0872,0.0829,0.414,0.89
820.0,330,3.43E-05,5.22E-06,1.81E-08,0.00000172,1.46E-08,0.105,0.000203,0.000000269,0.00000122,0.598,0.297,0.00303,0.00135,0.000337,0.000673,0.0757,0.0363,0.00842,0.00708,0.0419,0.028,0.0876,0.0834,0.416,0.895
840.0,357,3.24E-05,4.94E-06,1.71E-08,0.00000162,1.38E-08,0.0999,0.00019,0.000000293,0.00000112,0.601,0.299,0.00305,0.00136,0.000339,0.000678,0.0762,0.0365,0.00846,0.00712,0.0422,0.0281,0.0881,0.0839,0.418,0.9
850.0,371,3.14E-05,4.80E-06,1.66E-08,0.00000158,1.34E-08,0.0975,0.000184,0.000000304,0.00000107,0.602,0.3,0.00306,0.00136,0.00034,0.00068,0.0764,0.0367,0.00849,0.00713,0.0423,0.0282,0.0883,0.0842,0.419,0.902
860.0,386,3.05E-05,4.67E-06,1.62E-08,0.00000153,0.000000013,0.0952,0.000178,0.000000315,0.00000102,0.604,0.301,0.00307,0.00136,0.000341,0.000682,0.0766,0.0367,0.00851,0.00715,0.0424,0.0283,0.0885,0.0844,0.42,0.905
880.0,416,2.88E-05,4.42E-06,1.53E-08,0.00000144,1.23E-08,0.0907,0.000167,0.000000337,0.000000944,0.606,0.303,0.00309,0.00137,0.000343,0.000686,0.077,0.0369,0.00855,0.00719,0.0427,0.0285,0.089,0.0849,0.422,0.909
900.0,449,2.72E-05,4.19E-06,1.45E-08,0.00000136,1.16E-08,0.0864,0.000157,0.000000358,0.000000872,0.609,0.304,0.0031,0.00138,0.000345,0.000689,0.0774,0.0371,0.0086,0.00723,0.0429,0.0286,0.0894,0.0853,0.424,0.913
920.0,484,2.57E-05,3.97E-06,1.38E-08,0.00000129,1.09E-08,0.0823,0.000148,0.000000377,0.000000807,0.612,0.306,0.00312,0.00139,0.000347,0.000693,0.0778,0.0373,0.00864,0.00726,0.0431,0.0288,0.0898,0.0857,0.426,0.918
940.0,521,2.43E-05,3.76E-06,0.000000013,0.00000122,1.03E-08,0.0783,0.000139,0.000000393,0.000000749,0.614,0.307,0.00314,0.00139,0.000348,0.000697,0.0781,0.0375,0.00868,0.00729,0.0433,0.0289,0.0902,0.0862,0.428,0.922
950.0,540,2.36E-05,3.66E-06,1.27E-08,0.00000118,0.00000001,0.0764,0.000134,0.0000004,0.000000722,0.616,0.308,0.00314,0.0014,0.000349,0.000698,0.0783,0.0376,0.0087,0.00731,0.0434,0.029,0.0903,0.0864,0.429,0.924
960.0,560,2.29E-05,3.56E-06,1.23E-08,0.00000115,9.75E-09,0.0745,0.00013,0.000000408,0.000000697,0.617,0.309,0.00315,0.0014,0.00035,0.0007,0.0785,0.0377,0.00872,0.00733,0.0435,0.029,0.0905,0.0865,0.43,0.925
980.0,602,2.17E-05,3.38E-06,1.17E-08,0.00000108,9.21E-09,0.0708,0.000123,0.000000427,0.00000065,0.619,0.31,0.00317,0.00141,0.000352,0.000704,0.0788,0.0378,0.00876,0.00736,0.0437,0.0292,0.0909,0.0869,0.431,0.929
1000.0,647,2.05E-05,3.20E-06,1.11E-08,0.00000102,8.7E-09,0.0673,0.000115,0.000000439,0.000000608,0.621,0.311,0.00318,0.00141,0.000353,0.000707,0.0791,0.038,0.0088,0.00739,0.0439,0.0293,0.0912,0.0873,0.433,0.933
